id,identifiant,numero,adresse,postal,commune,source,geom,date,X,Y,labels
2294,784900297N-7,7,Rue Jean Antoine Houdon,78370,Plaisir,OSM,622877.993033911,6858423.01968016,01010000206A080000D7F06EFC3B022341937042C1AD295A41,2020-04-16,61
2295,785170310K-93,93,Rue du Général de Gaulle,78120,Rambouillet,OSM,613346.2429181573,6838856.967890134,01010000206A080000CAC45F7CC4B7224176E9F13D92165A41,2020-04-16,63
2296,78464B015B-3B,3BIS,L'Etang Guillemet,78125,Orcemont,CAD,611989.1767640543,6834739.017374357,01010000206A08000071D1805A2AAD224156A91CC18C125A41,2020-04-16,64
2297,78464B015B-5120,5120,L'Etang Guillemet,78125,Orcemont,CAD,611974.362569511,6834763.813007768,01010000206A08000001B6A2B90CAD2241BC5108F492125A41,2020-04-16,64
2298,782970118H-1,1,Square Marat,78280,Guyancourt,CAD,630146.0472764752,6854312.532749642,01010000206A080000469F3418043B2341F4911822AA255A41,2020-04-16,46
2299,782970124P-11,11,Rue de la Mare de Troux,78280,Guyancourt,OSM,630395.1014650258,6854192.672325537,01010000206A0800004F39F333F63C2341B061072B8C255A41,2020-04-16,46
2300,784231870P-10,10,Boulevard Vauban,78180,Montigny-le-Bretonneux,C+O,629921.0264728788,6854091.40914334,01010000206A08000069DA8D0D423923418C672FDA72255A41,2020-04-16,46
2301,782970204B-1,1,Rue de la Division Leclerc,78280,Guyancourt,OSM,630223.2851573762,6854350.07705355,01010000206A080000CA2500929E3B23410372EE84B3255A41,2020-04-16,46
2302,78297A001A-7,7,Résidence Louis Lumière,78280,Guyancourt,C+O,629972.7010225654,6853916.207813116,01010000206A080000006EEC66A939234162CF4C0D47255A41,2020-04-16,46
2303,782970154X-2,2,Rue du Quatorze Juillet,78280,Guyancourt,CAD,630188.2289342824,6854080.848725691,01010000206A080000D0DF3675583B23419085513670255A41,2020-04-16,46
2304,784231790C-12,12,Rue Sully,78180,Montigny-le-Bretonneux,OSM,629877.1925796899,6854009.209095834,01010000206A0800001CCE9962EA3823417ED3614D5E255A41,2020-04-16,46
2305,784231573S-7,7,Place Francis Poulenc,78180,Montigny-le-Bretonneux,C+O,629764.9400233887,6854120.984457679,01010000206A080000E0BE4AE109382341C85A013F7A255A41,2020-04-16,46
2306,782170630M-17,17,Rue de la Geôle,78680,Épône,C+O,613319.9977696858,6873516.562336876,01010000206A08000013ABDBFE8FB72241CF53FD236B385A41,2020-04-16,65
2307,783210259G-940,940,Rue de la Dauberie,78760,Jouars-Pontchartrain,OSM,618785.2900889514,6852827.065238404,01010000206A080000FE89869442E22241B3DD2CC436245A41,2020-04-16,66
2308,781650522W-27,27,Rue Pasteur,78340,Les Clayes-sous-Bois,CAD,624838.5814721974,6858469.5494521465,01010000206A0800004FB9B6298D11234156392A63B9295A41,2020-04-16,67
2309,785510980R-6,6,Rue des Joueries,78100,Saint-Germain-en-Laye,OSM,633345.4003459685,6866596.716296152,01010000206A0800009425FACC02542341D1CBD72DA9315A41,2020-04-16,32
2310,782081155X-44,44,Rue de Blanquefort,78990,Élancourt,OSM,624474.6324045729,6852672.613081474,01010000206A0800003D88CA43B50E234114BA3C2710245A41,2020-04-16,8
2311,782081430W-28,28,Rue de Coulanges,78990,Élancourt,OSM,624583.2427844527,6852659.302577832,01010000206A080000693E4E7C8E0F2341696F5DD30C245A41,2020-04-16,8
2312,782081005J-3,3,Place d'Acre,78990,Élancourt,OSM,624416.13052076,6852565.84841003,01010000206A080000F79DD342400E234195594C76F5235A41,2020-04-16,8
2313,786210070X-14,14,Rue des Bleuets,78190,Trappes,OSM,625164.3730632559,6852700.816458972,01010000206A080000A72502BF1814234122DD403417245A41,2020-04-16,8
2314,786210620V-11,11,Rue Victor Hugo,78190,Trappes,OSM,624930.6665424805,6852759.87778423,01010000206A080000560E455545122341E89D2DF825245A41,2020-04-16,8
2315,786210080H-1B,1BIS,Avenue de la Boissière,78190,Trappes,C+O,625030.4928349892,6853119.1957456665,01010000206A08000022DE54FC0C132341D51887CC7F245A41,2020-04-16,8
2316,786210492F-33,33,Avenue du Pasteur Martin Luther King,78190,Trappes,C+O,625277.1778052222,6853064.529998361,01010000206A0800003D49095BFA1423413F7EEB2172245A41,2020-04-16,8
2317,786210110R-22,22,Rue du Centre,78190,Trappes,C+O,625142.677073882,6852808.066634287,01010000206A080000886DA95AED13234175BC430432245A41,2020-04-16,8
2318,786210630F-16B,16BIS,Rue Victorien Sardou,78190,Trappes,C+O,624924.8179973083,6853000.915049249,01010000206A0800000F8BD0A239122341BA2A903A62245A41,2020-04-16,8
2319,782081440G-2,2,Avenue des Croisades,78990,Élancourt,OSM,624778.1821058798,6852909.631820393,01010000206A0800005CFB3C5D14112341CDBE6F684B245A41,2020-04-16,8
2320,780100067A-15,15,Rue Traversière,78580,Les Alluets-le-Roi,C+O,620339.4930554394,6868499.295318299,01010000206A08000037C371FC66EE2241B97EE6D284335A41,2020-04-16,69
2321,782630460C-53,53,Rue des Vieilles Tuileries,78950,Gambais,OSM,602963.0862334244,6855416.582356835,01010000206A08000093C9262CA66622419A554525BE265A41,2020-04-16,70
2322,782630400M-5102,5102,Chemin de Raconis,78950,Gambais,C+O,603256.7421362951,6855688.130488874,01010000206A080000D949F97BF168224102EE590802275A41,2020-04-16,70
2323,782630015U-3,3,Chemin du Boeuf Couronné,78950,Gambais,C+O,603172.8741982938,6855870.793175097,01010000206A08000034EB96BF496822417B61C3B22F275A41,2020-04-16,70
2324,78571B075B-3,3,Les Charmes,78860,Saint-Nom-la-Bretèche,C+O,628513.6505669692,6862193.804893073,01010000206A080000211D174D432E23413C5E83735C2D5A41,2020-04-16,11
2325,785710710K-2,2,Square des Tilleuls,78860,Saint-Nom-la-Bretèche,OSM,628678.8216722754,6862568.637928572,01010000206A0800007E3AB2A48D2F23415CD2D328BA2D5A41,2020-04-16,11
2326,785710048R-21,21,Rue Arthur Rimbaud,78860,Saint-Nom-la-Bretèche,OSM,628035.3447309388,6862836.701941452,01010000206A080000D89280B0862A2341D79BEC2CFD2D5A41,2020-04-16,11
2327,780730380S-10B,10BIS,Rue Louise Michel,78390,Bois-d'Arcy,OSM,627830.6515295136,6856340.649369754,01010000206A080000C346954DED28234128468F29A5275A41,2020-04-17,53
2328,785610060X-14,14,Rue des Jardins,78470,Saint-Lambert,OSM,626428.1547060078,6847937.033757733,01010000206A08000038A0354FF81D234132162942701F5A41,2020-04-17,76
2329,785610060X-10,10,Rue des Jardins,78470,Saint-Lambert,OSM,626506.4349616162,6847885.561801741,01010000206A080000F949B3DE941E23414A8FF463631F5A41,2020-04-17,76
2330,782970280J-25,25,Rue Érasme,78280,Guyancourt,C+O,631228.3423771245,6852279.9692752855,01010000206A080000F10D4CAF78432341359B08FEAD235A41,2020-04-17,77
2331,782970380T-13,13,Clos de l'Oural,78280,Guyancourt,OSM,631066.3224860632,6852148.792358796,01010000206A080000AEE41CA534422341AB01B6328D235A41,2020-04-17,77
2332,782970301G-18,18,Rue Johannes Gutenberg,78280,Guyancourt,OSM,631227.5241908506,6852124.085099059,01010000206A08000040BE620C774323415343720587235A41,2020-04-17,77
2333,782970280J-28,28,Rue Érasme,78280,Guyancourt,C+O,631261.4854073944,6852266.900499786,01010000206A080000685187F8BA432341DBC9A1B9AA235A41,2020-04-17,77
2334,782970350K-20,20,Rue Léonard de Vinci,78280,Guyancourt,OSM,631166.5290489027,6852391.896163616,01010000206A0800006E7FDF0EFD422341A4BE5AF9C9235A41,2020-04-17,77
2335,783620950E-24,24,Avenue de l'Yveline,78711,Mantes-la-Ville,OSM,606213.4733120429,6875359.614203787,01010000206A080000C2F455F20A802241671D4FE7373A5A41,2020-04-17,80
2336,780050257D-9,9,Rue Louis Saint Just,78260,Achères,C+O,631444.8390468782,6872761.907594047,01010000206A0800006B8D97AD294523415705167AAE375A41,2020-04-17,25
2337,780050167F-5,5,Rue Gérard Philipe,78260,Achères,C+O,631347.566505638,6872878.945027381,01010000206A080000E8060D226744234120547BBCCB375A41,2020-04-17,25
2338,781721700W-40,40,Rue du Maréchal Joffre,78700,Conflans-Sainte-Honorine,OSM,632921.3263256756,6877740.123838474,01010000206A080000B12814A7B250234135F8EC078B3C5A41,2020-04-17,7
2339,785480007W-17,17,Route de Dampierre,78720,Saint-Forget,OSM,627573.6336756316,6845185.3643939365,01010000206A080000E4217144EB262341F23A5257C01C5A41,2020-04-17,81
2340,786210272S-29,29,Avenue Gabriel Péri,78190,Trappes,OSM,626983.0645544744,6853300.231166739,01010000206A080000B9480D214E222341946FCB0EAD245A41,2020-04-17,82
2341,781240905R-16,16,Rue Sacha Guitry,78420,Carrières-sur-Seine,OSM,639877.0398241786,6868447.278374851,01010000206A080000B1D563140A872341C0E4D0D177335A41,2020-04-17,6
2342,782380130C-247,247,Rue Roger Vassieux,78410,Flins-sur-Seine,OSM,617521.4562319865,6874735.32385319,01010000206A0800002B3D97E962D82241BB02BAD49B395A41,2020-04-17,86
2343,782380095P-63,63,Rue Maurice Berteaux,78410,Flins-sur-Seine,OSM,617375.7176422429,6874385.512824246,01010000206A080000D7CD6E6F3FD72241C91CD26044395A41,2020-04-17,86
2344,783111050K-7,7,Rue Jean Bart,78800,Houilles,OSM,641007.5235036861,6869239.225149347,01010000206A080000D6AC080CDF8F2341CFD868CE3D345A41,2020-04-17,6
2345,783110075A-3,3,Rue des Archives,78800,Houilles,OSM,640940.0390350448,6869168.740919852,01010000206A080000C266FC13588F2341193B6B2F2C345A41,2020-04-17,6
2346,786810062C-22B,22BIS,Rue Normande,78770,Villiers-le-Mahieu,OSM,610015.1657535782,6862763.763001837,01010000206A0800002BA7DD54BE9D2241A805D5F0EA2D5A41,2020-04-18,2
2347,786810005R-3,3,Rue des 24 Arpents,78770,Villiers-le-Mahieu,OSM,609823.7975997217,6863108.261190135,01010000206A080000A0FD5E983F9C2241D456B710412E5A41,2020-04-18,2
2348,781721760L-43,43,Rue Maurice Berteaux,78700,Conflans-Sainte-Honorine,OSM,633618.052991065,6877354.385959195,01010000206A08000016A5211B24562341328EB3982A3C5A41,2020-04-18,7
2349,786550063S-2,2,Chemin des Clos,78125,Vieille-Église-en-Yvelines,OSM,617214.436155936,6840899.054853609,01010000206A080000B2D44FDFFCD52241B6B882C390185A41,2020-04-18,-1
2350,782550160L-41,41,Rue de Bretagne,78840,Freneuse,OSM,597400.8795810029,6882402.536057251,01010000206A080000F37058C2313B224112C34EA218415A41,2020-04-18,10
2351,783970040N-34,34,Rue Blaise Pascal,78320,Le Mesnil-Saint-Denis,OSM,623283.989989832,6849514.732520574,01010000206A08000080F2DFFA67052341F99DE1AEFA205A41,2020-04-18,15
2352,783970480S-28,28,Avenue de la Paix,78320,Le Mesnil-Saint-Denis,C+O,622862.5961079772,6849714.459700725,01010000206A080000961035311D02234197BC6B9D2C215A41,2020-04-18,15
2353,781721958B-22,22,Allée du Petit Prince,78700,Conflans-Sainte-Honorine,OSM,633836.3130858461,6879304.633997409,01010000206A080000BCC94CA0D8572341DE699328123E5A41,2020-04-18,7
2354,781721300L-3,3,Rue des Glaises,78700,Conflans-Sainte-Honorine,OSM,633734.3573777564,6879179.903869476,01010000206A080000A037FAB60C5723415CFFD8F9F23D5A41,2020-04-18,7
2355,784810900H-88,88,Rue des Prairies,78230,Le Pecq,OSM,634552.8827265063,6867802.653786045,01010000206A08000088BAF4C3715D23416CA1D7A9D6325A41,2020-04-18,17
2356,784811250N-11,11,Quai Voltaire,78230,Le Pecq,OSM,634543.4244384979,6867082.91864245,01010000206A080000B70050D95E5D2341B409CBBA22325A41,2020-04-18,17
2357,780030178B-14,14,Place Jean Monnet,78660,Ablis,OSM,614436.2620572983,6824323.76118814,01010000206A080000CC5F2C8648C02241764EB7F060085A41,2020-04-18,18
2358,786861223T-9,9,Sente des Trois Maisons,78220,Viroflay,OSM,639054.5194951312,6856621.704620573,01010000206A0800000E44FB099D802341E380186DEB275A41,2020-04-18,19
2359,783800190A-5350,5350,Route de Mantes,78580,Maule,C+O,615645.070207255,6869402.584061557,01010000206A0800009034F223BAC92241BA4361A566345A41,2020-04-18,23
2360,783800190A-3B,3BIS,Route de Mantes,78580,Maule,OSM,615749.0646148642,6869401.958606704,01010000206A080000113315218ACA2241EFCF597D66345A41,2020-04-18,23
2361,783800190A-7,7,Route de Mantes,78580,Maule,OSM,615745.8718629181,6869434.36812081,01010000206A08000000D164BE83CA2241964A8F976E345A41,2020-04-18,23
2362,785860292R-2T,2TER,Rue Bataille,78500,Sartrouville,CAD,639036.2654024427,6870056.797148995,01010000206A08000037D4E28778802341387D04330A355A41,2020-04-18,24
2363,781461010J-5,5,Rue Lafontaine,78400,Chatou,OSM,637707.8575891173,6865136.497614367,01010000206A080000B8EB15B717762341EEE9D81F3C305A41,2020-04-19,13
2364,781461450M-7,7,Avenue des Pommerots,78400,Chatou,OSM,637972.5604256227,6864994.317450946,01010000206A080000731BF01E29782341C61D519418305A41,2020-04-19,13
2365,781070570A-1,1,Rue du Prieuré,78980,Bréval,OSM,592645.7204004592,6872956.544799971,01010000206A0800003954D8700B162241B300DE22DF375A41,2020-04-19,26
2366,785170132S-6,6,Avenue de la Clairière,78120,Rambouillet,OSM,615614.8615927002,6840085.02792209,01010000206A080000ACAD22B97DC92241BC79C941C5175A41,2020-04-19,30
2367,785170287K-2,2,Square Francis Poulenc,78120,Rambouillet,OSM,615552.4978269855,6840122.624989923,01010000206A080000BC2DE3FE00C92241BCD5FFA7CE175A41,2020-04-19,30
2368,786240637A-10,10,Allée des Mésanges,78510,Triel-sur-Seine,OSM,628000.7795018174,6875964.707695542,01010000206A080000BADC1A8F412A23413EE24A2DCF3A5A41,2020-04-19,20
2369,785010390S-20,20,Rue de la Grande Remise,78440,Porcheville,OSM,610400.3609998617,6875286.635320752,01010000206A08000050F9D4B8C0A022415F18A9A8253A5A41,2020-04-19,4
2370,785020123X-18,18,Allée Marin La Meslée,78560,Le Port-Marly,C+O,634503.7002817276,6864088.945963265,01010000206A0800009C538B660F5D234182A98A3C362F5A41,2020-04-19,31
2371,785020123X-14,14,Allée Marin La Meslée,78560,Le Port-Marly,C+O,634481.6419286605,6864116.774014872,01010000206A08000096DFAA48E35C2341AC7589313D2F5A41,2020-04-19,31
2372,784900094T-11,11,Avenue des Bauges,78370,Plaisir,OSM,623789.3163635955,6858220.813931829,01010000206A080000C168FAA15A092341877517347B295A41,2020-04-19,33
2373,784180570Y-7,7,Boulevard Robert Laforge,78360,Montesson,OSM,637012.4365114728,6870565.127426239,01010000206A080000886E7EDFA870234162C0274889355A41,2020-04-19,5
2374,784900298P-11,11,Allée Jean-Baptiste Carpeaux,78370,Plaisir,OSM,620965.2317808715,6858274.08346385,01010000206A0800007EFBAB764AF32241C378578588295A41,2020-04-20,35
2375,784900510V-22,22,Rue Paul Bourget,78370,Plaisir,OSM,621069.9363786121,6858133.098990519,01010000206A08000077046DDF1BF4224154DC554665295A41,2020-04-20,35
2376,784900110K-1258,1258,Rue de la Boissière,78370,Plaisir,OSM,621515.7201063733,6858152.178507963,01010000206A08000056C8B17097F72241AAAC6C0B6A295A41,2020-04-20,35
2377,784900063J-11,11,Allée Antoine Bourdelle,78370,Plaisir,OSM,621140.9335677034,6858294.0423238175,01010000206A0800000596FCDDA9F42241F56EB5828D295A41,2020-04-20,35
2378,783670125L-5169,5169,Chemin des Marivaux,78750,Mareil-Marly,C+O,632242.751877014,6864452.461975381,01010000206A0800002306F680654B23413001911D912F5A41,2020-04-20,36
2379,78367B013W-22,22,Le Buisson Guerin,78750,Mareil-Marly,CAD,632065.5296678939,6865570.926960392,01010000206A08000054A1300F034A2341AE5153BBA8305A41,2020-04-20,36
2380,783670085T-5,5,Rue de la Forêt,78750,Mareil-Marly,OSM,631975.506523388,6864912.091037501,01010000206A080000940857034F492341F48ED30504305A41,2020-04-20,36
2381,783670155U-2,2,Rue de Port-Marly,78750,Mareil-Marly,OSM,632505.3782194823,6864983.734289511,01010000206A080000E6FBA5C1724D23416F99FEEE15305A41,2020-04-20,36
2382,783670050E-4,4,Rue des Closeaux,78750,Mareil-Marly,OSM,632161.819042344,6865332.930168885,01010000206A080000A38459A3C34A234113E3873B6D305A41,2020-04-20,36
2383,783670190G-4,4,Rue Tellier Frères,78750,Mareil-Marly,OSM,632357.2736040524,6865069.644747406,01010000206A08000092D4158C4A4C2341A08A43692B305A41,2020-04-20,36
2384,784810510J-3,3,Allée de la Grotte,78230,Le Pecq,C+O,633205.6884237535,6864756.874101331,01010000206A08000006147960EB522341B646F137DD2F5A41,2020-04-20,36
2385,783720640Z-41,41,Chemin des Maigrets,78160,Marly-le-Roi,C+O,633177.6548145898,6864431.368168817,01010000206A080000A0DB434FB3522341F11390D78B2F5A41,2020-04-20,36
2386,783720670G-8,8,Rue de Mareil,78160,Marly-le-Roi,OSM,632974.5648387917,6864445.613989501,01010000206A080000D48C32211D5123419F9A4B678F2F5A41,2020-04-20,36
2387,780730240P-78,78,Rue Gabriel Péri,78390,Bois-d'Arcy,OSM,629375.3782291922,6856543.916598901,01010000206A080000B641A7C1FE342341708EA9FAD7275A41,2020-04-20,3
2388,780730180Z-17,17,Rue du Docteur Roux,78390,Bois-d'Arcy,OSM,629263.7538564326,6856154.304930357,01010000206A0800006878F9811F3423419EFA839376275A41,2020-04-20,3
2389,780730009N-45,45,Rue Clément Ader,78390,Bois-d'Arcy,OSM,629164.0754708102,6856467.209533965,01010000206A0800002B1CA42658332341260169CDC4275A41,2020-04-20,3
2390,780730450T-44,44,Rue de la Paix,78390,Bois-d'Arcy,OSM,629243.8409283482,6856310.336104034,01010000206A08000014298EAEF73323417FBA82959D275A41,2020-04-20,3
2391,782060033L-20,20,Rue de la Cerisaie,78920,Ecquevilly,OSM,620662.2787398272,6873074.951877799,01010000206A08000094FCB68EECF02241DC90EBBCFC375A41,2020-04-20,37
2392,786440045V-37,37,Rue de Chevreuse,78320,La Verrière,OSM,623107.9157365556,6850141.191969173,01010000206A080000FC6BDBD4070423411239494C97215A41,2020-04-20,15
2393,783830910V-10,10,Place du Poitou,78310,Maurepas,OSM,622027.6062293851,6851831.976603962,01010000206A080000AEB2633697FB2241E7AD80FE3D235A41,2020-04-20,38
2394,784840038H-2,2,Rue du Petit Clos,78200,Perdreauville,OSM,598796.0365077269,6876543.913940322,01010000206A0800000A24B112184622418CFF7DFA5F3B5A41,2020-04-20,40
2395,786500470F-66,66,Avenue Georges Clemenceau,78110,Le Vésinet,OSM,636029.2917434793,6865898.313839537,01010000206A080000BD665F95FA6823416DF21594FA305A41,2020-04-20,41
2396,786500110P-4B,4BIS,Route des Bouleaux,78110,Le Vésinet,OSM,636029.2147012135,6866083.805033852,01010000206A0800004551ED6DFA682341B5AC85F328315A41,2020-04-20,41
2397,786500470F-93,93,Avenue Georges Clemenceau,78110,Le Vésinet,OSM,635711.1349846971,6866125.360611856,01010000206A080000D7B61C457E662341C043145733315A41,2020-04-20,41
2398,786500050Z-9,9,Boulevard d'Angleterre,78110,Le Vésinet,OSM,635484.1431909081,6865746.673894202,01010000206A08000097515049B8642341261521ABD4305A41,2020-04-20,41
2399,786500200M-50T,50TER,Route de Croissy,78110,Le Vésinet,OSM,635833.42930052,6865925.280004278,01010000206A0800001B47CDDB726723411097EB5101315A41,2020-04-20,41
2400,786500660M-95,95,Allée du Lac Inférieur,78110,Le Vésinet,OSM,635538.5477104535,6866173.985969975,01010000206A0800002B816D1825652341CF211A7F3F315A41,2020-04-20,41
2401,783670050E-15,15,Rue des Closeaux,78750,Mareil-Marly,OSM,632195.9054300078,6865431.726208872,01010000206A080000A18594CF074B2341C7347AEE85305A41,2020-04-20,36
2402,783670115A-19,19,Résidence Mare Griseau,78750,Mareil-Marly,OSM,631817.9040977743,6865150.144511189,01010000206A0800004AE7E5CE13482341DCAB3F893F305A41,2020-04-20,36
2403,783670050E-21C,21C,Rue des Closeaux,78750,Mareil-Marly,OSM,632168.4318529849,6865459.182148379,01010000206A0800009ED51BDDD04A2341AD51A8CB8C305A41,2020-04-20,36
2404,783670050E-9,9,Rue des Closeaux,78750,Mareil-Marly,OSM,632164.5857412721,6865400.065862843,01010000206A080000AF47E62BC94A2341C91837047E305A41,2020-04-20,36
2405,783670085T-6,6,Rue de la Forêt,78750,Mareil-Marly,OSM,631943.6328466127,6864933.483319145,01010000206A080000A27804440F4923416CB3EE5E09305A41,2020-04-20,36
2406,78440B006W-9002,9002,Le Bois Saint Vincent,78130,Les Mureaux,CAD,617955.4861347392,6876284.423564052,01010000206A0800000DA7E6F8C6DB224166AC1B1B1F3B5A41,2020-04-20,42
2407,782380145U-5007,5007,Bois Saint Vincent,78410,Flins-sur-Seine,CAD,618197.6751610464,6875950.003460077,01010000206A0800006CB5AE59ABDD22419DB03880CB3A5A41,2020-04-20,42
2408,78440B006W-9002,9002,Le Bois Saint Vincent,78130,Les Mureaux,CAD,617955.4861347392,6876284.423564052,01010000206A0800000DA7E6F8C6DB224166AC1B1B1F3B5A41,2020-04-20,42
2409,78238B012F-5007,5007,Buttes Chem Vieille Grange,78410,Flins-sur-Seine,CAD,618118.1181916305,6876065.240375484,01010000206A080000079D833C0CDD2241DB4F624FE83A5A41,2020-04-20,42
2410,78440B006W-9002,9002,Le Bois Saint Vincent,78130,Les Mureaux,CAD,617955.4861347392,6876284.423564052,01010000206A0800000DA7E6F8C6DB224166AC1B1B1F3B5A41,2020-04-20,42
2411,785860835F-7,7,Impasse Croix Blanche,78500,Sartrouville,C+O,639059.7951275012,6871003.492362205,01010000206A080000ACF31A97A7802341C4DC82DFF6355A41,2020-04-20,24
2412,785862183W-178,178,Avenue Maurice Berteaux,78500,Sartrouville,OSM,639372.9016018818,6871126.313589693,01010000206A08000009C39ECD1983234181DA119415365A41,2020-04-20,24
2413,780900150T-18,18,Rue Neuve,78410,Bouafle,OSM,619538.5326959549,6874731.58742144,01010000206A0800003286BD1025E82241185098E59A395A41,2020-04-20,43
2414,780900135B-25,25,Rue Maurice Berteaux,78410,Bouafle,OSM,619332.8976819515,6874410.0332015855,01010000206A08000000F89CCB89E622418BF91F824A395A41,2020-04-20,43
2415,782670692M-35,35,Rue Geneviève de Galard,78440,Gargenville,C+O,612801.5341964138,6876352.770626303,01010000206A0800003E31821183B32241FCF05131303B5A41,2020-04-20,44
2416,782670580R-70,70,Rue Gabriel Péri,78440,Gargenville,OSM,612956.3888999599,6876558.418517137,01010000206A08000042E51DC7B8B422411AFCC89A633B5A41,2020-04-20,44
2417,781240740L-42,42,Rue Paul Doumer,78420,Carrières-sur-Seine,OSM,641031.3957325274,6868841.750168605,01010000206A0800002E749DCA0E9023412EC30270DA335A41,2020-04-20,6
2418,781240250D-3,3,Impasse du Colombier,78420,Carrières-sur-Seine,OSM,640881.2841275429,6868575.495834506,01010000206A080000512A7991E28E2341A7C0BBDF97335A41,2020-04-20,6
2419,783110140W-19,19,Rue Beethoven,78800,Houilles,OSM,640830.6511888624,6868964.014033114,01010000206A08000067A0684D7D8E234125EBE500F9335A41,2020-04-20,6
2420,783110610G-28,28,Rue Descartes,78800,Houilles,OSM,641077.3510440288,6868892.214815655,01010000206A080000FE0ABCB36A902341298ABF0DE7335A41,2020-04-20,6
2421,783110140W-19,19,Rue Beethoven,78800,Houilles,OSM,640830.6511888624,6868964.014033114,01010000206A08000067A0684D7D8E234125EBE500F9335A41,2020-04-20,6
2422,781240250D-7,7,Impasse du Colombier,78420,Carrières-sur-Seine,OSM,640894.9430349234,6868578.025275137,01010000206A0800003679D5E2FD8E23419C1B9E8198335A41,2020-04-20,6
2423,781240890Z-23,23,Rue Rouget de Lisle,78420,Carrières-sur-Seine,OSM,640706.4413505151,6868787.020644192,01010000206A080000D9B1F8E1848D2341043C52C1CC335A41,2020-04-20,6
2424,781461188C-45,45,Avenue du Maréchal Joffre,78400,Chatou,OSM,637446.3313162581,6865327.14094615,01010000206A080000DA48A2A90C742341004305C96B305A41,2020-04-20,13
2425,781461780W-10,10,Avenue Victor Hugo,78400,Chatou,OSM,637709.4413502779,6865440.513038195,01010000206A080000E3A9F8E11A762341279ED52088305A41,2020-04-20,13
2426,781461230Y-10,10,Place Maurice Berteaux,78400,Chatou,OSM,638023.9285463775,6865531.439648241,01010000206A080000486E6ADB8F782341603223DC9E305A41,2020-04-20,13
2427,780620010M-19,19,Rue d'Auvergne,78650,Beynes,OSM,619120.9745982769,6862219.791240471,01010000206A0800009C8BFEF2E1E4224113AFA3F2622D5A41,2020-04-20,47
2428,78062A020T-1,1,Résidence Navarre,78650,Beynes,C+O,619215.1464679247,6862294.986829395,01010000206A08000005D8FD4A9EE522417B3628BF752D5A41,2020-04-20,47
2429,780620447M-15,15,Chemin de Paris,78650,Beynes,OSM,618944.1614778596,6861976.164316313,01010000206A080000DC39AD5280E322419228840A262D5A41,2020-04-20,47
2430,785450590T-15,15,Rue de l'Union,78210,Saint-Cyr-l'École,OSM,631480.7763954387,6855237.11146789,01010000206A080000F4B3838D71452341384A224791265A41,2020-04-20,45
2431,781721230K-20,20,Rue du Général Sarrail,78700,Conflans-Sainte-Honorine,OSM,634991.3963616185,6878648.12525502,01010000206A080000FAE8EFCADE602341A22D04086E3D5A41,2020-04-20,7
2432,784010488H-18,18,Avenue du Maréchal Joffre,78250,Meulan-en-Yvelines,OSM,622031.6125121174,6879284.080716291,01010000206A08000031309B399FFB2241AA742A050D3E5A41,2020-04-20,48
2433,786240430A-50,50,Rue Galande,78510,Triel-sur-Seine,OSM,627109.7050447476,6876428.528625681,01010000206A0800000AA0FB684B232341CF00D521433B5A41,2020-04-20,20
2434,786240420P-26,26,Avenue des Frères Martin,78510,Triel-sur-Seine,C+O,627568.9112965458,6876073.757440999,01010000206A080000FA7595D2E1262341D0E97970EA3A5A41,2020-04-20,20
2435,782082040J-6,6,Rue des Nénuphars,78990,Élancourt,C+O,622502.2140984109,6853499.902937008,01010000206A080000924E9E6D4CFF22414EB8C9F9DE245A41,2020-04-20,50
2436,783350260X-41A,41A,Rue des Coutures,78520,Limay,C+O,607419.3072347341,6877385.435664084,01010000206A080000FEDE4D9D768922419CEBE15B323C5A41,2020-04-20,27
2437,783350882Y-38,38,Rue des Valléry,78520,Limay,C+O,607646.5503939128,6877117.978834956,01010000206A0800001F3BCD193D8B22415F3BA57EEF3B5A41,2020-04-20,27
2438,783350730H-8,8,Rue des Quatre Chemins,78520,Limay,C+O,607484.1348654991,6877891.35246653,01010000206A08000038170D45F8892241C7CF8ED6B03C5A41,2020-04-20,27
2439,786500021T-22B,22BIS,Avenue Alfred de Musset,78110,Le Vésinet,OSM,636855.9325310908,6866850.943774202,01010000206A08000013B774DD6F6F2341E9CB66BCE8315A41,2020-04-20,22
2440,786500860E-20B,20BIS,Route de Montesson,78110,Le Vésinet,OSM,636570.4900241368,6867271.420976725,01010000206A0800009471E4FA346D23415D48F1DA51325A41,2020-04-20,22
2441,786500170E-26,26,Avenue Corot,78110,Le Vésinet,OSM,636588.2336577468,6867044.0323059475,01010000206A080000FAFCA177586D2341F74C110219325A41,2020-04-20,22
2442,781461590P-41,41,Rue des Sablons,78400,Chatou,OSM,636814.2062343968,6867642.742637656,01010000206A0800000B8E97691C6F2341176087AFAE325A41,2020-04-20,22
2443,786500080G-40B,40BIS,Avenue du Belloy,78110,Le Vésinet,OSM,636266.8647874988,6867281.762113567,01010000206A080000536DC5BAD56A2341FC77C67054325A41,2020-04-20,22
2444,786500322V-3,3,Allée des Fauvettes,78110,Le Vésinet,OSM,636724.2599706573,6867435.213031825,01010000206A080000BEDF1A85686E23413C50A2CD7A325A41,2020-04-20,22
2445,786500890M-41,41,Avenue des Pages,78110,Le Vésinet,OSM,636644.9042621466,6867157.620475373,01010000206A080000B572FBCEC96D234157DEB56735325A41,2020-04-20,22
