id,identifiant,numero,adresse,postal,commune,source,geom,date,X,Y,labels
487,786740499H-7,7,Rue Jean Moulin,78450,Villepreux,OSM,625944.6189539685,6859404.971949813,01010000206A080000D988E73C311A2341FD6C343EA32A5A41,2020-03-27,12
488,786460060C-35,35,Rue Albert Quero,78000,Versailles,OSM,638164.9345444539,6856802.475860589,01010000206A080000549C7CDEA9792341F97F749E18285A41,2020-03-27,19
489,786462650T-4,4,Place Royale,78000,Versailles,C+O,638205.0765604938,6856330.686726992,01010000206A080000E2EF3227FA792341C555F3ABA2275A41,2020-03-27,19
490,784810763J-12,12,Allée des Palombes,78230,Le Pecq,OSM,635320.1511460815,6867267.575594665,01010000206A080000EA04634D70632341018BD6E450325A41,2020-03-27,17
491,784810212K-3,3,Allée des Chardonnerets,78230,Le Pecq,OSM,635369.8135679434,6867250.451098306,01010000206A0800003CFA8BA0D36323416ECBDE9C4C325A41,2020-03-27,17
492,786500025X-5,5,Cité des Alouettes,78110,Le Vésinet,OSM,635081.1939801279,6867082.200446823,01010000206A080000035D516392612341E91ED48C22325A41,2020-03-27,17
493,78481A014P-2,2,Residence l'Oree du Vesinet,78230,Le Pecq,CAD,635382.5077157402,6867257.9826257415,01010000206A0800004851F303ED6323411457E37E4E325A41,2020-03-27,17
494,78531A096L-12,12,Résidence de la Fosse Bernay,78710,Rosny-sur-Seine,C+O,600508.8402798005,6877886.910153361,01010000206A0800006D2739AE79532241E2F33FBAAF3C5A41,2020-03-27,57
495,785310080Z-70,70,Route de Buchelay,78710,Rosny-sur-Seine,OSM,600653.4888142563,6877790.213220152,01010000206A080000B9DC45FA9A5422412366A58D973C5A41,2020-03-27,57
496,785310640H-73,73,Rue de Lommoye,78710,Rosny-sur-Seine,OSM,600205.189289635,6877917.951282965,01010000206A0800003092EA601A512241F2D1E17CB73C5A41,2020-03-27,57
497,785280090Y-13,13,Route de la Corniche,78270,Rolleboise,OSM,598251.6780465597,6880966.628618507,01010000206A0800002EEB285BD74122411E493BA8B13F5A41,2020-03-27,58
498,785280090Y-25,25,Route de la Corniche,78270,Rolleboise,OSM,598162.912280763,6880799.01385213,01010000206A080000D47616D3254122410BF4E2C0873F5A41,2020-03-27,58
499,781710160B-16,16,Rue de la Fontaine Saint-Germain,78113,Condé-sur-Vesgre,OSM,601839.2530150086,6850031.1813166,01010000206A080000E72E8B81DE5D2241F1B09ACB7B215A41,2020-03-27,59
500,781710190J-5,5,Rue du Hallier,78113,Condé-sur-Vesgre,OSM,602028.9437265544,6849840.605787204,01010000206A0800007F2030E3595F2241B137C5264C215A41,2020-03-27,59
501,784010185D-1B,1BIS,Rue du Chemin Vert,78250,Meulan-en-Yvelines,OSM,620932.9251255969,6879143.528252054,01010000206A080000EF0FAAD909F32241B4E1CEE1E93D5A41,2020-03-27,60
502,784900220E-1,1,Rue de la Ferronnerie,78370,Plaisir,OSM,622928.6922966471,6858038.8126625335,01010000206A080000C5B47462A1022341B7A902B44D295A41,2020-03-27,61
503,784900168Y-3,3,Rue Charles Gounod,78370,Plaisir,OSM,622678.7503384777,6858195.26464046,01010000206A0800006D5D2C80AD0023418ADEEFD074295A41,2020-03-27,61
504,786470330S-20,20,Rue du Moulin,78930,Vert,OSM,604252.5692742718,6872041.5817671325,01010000206A080000D8EA7723B970224136AC3B65FA365A41,2020-03-27,62
505,786470330S-17B,17BIS,Rue du Moulin,78930,Vert,C+O,604332.5550423729,6872027.134329444,01010000206A0800008F832E1C5971224186DA98C8F6365A41,2020-03-27,62
506,782081497U-2,2,Allée de l'Ebre,78990,Élancourt,OSM,623973.913112222,6855469.20090442,01010000206A080000F67183D3CB0A2341369EDB4CCB265A41,2020-03-27,-1
507,782081563R-43,43,Boulevard d'Helsinki,78990,Élancourt,OSM,624340.7361844872,6855401.799669794,01010000206A080000512CED78A90D234137CA2D73BA265A41,2020-03-27,-1
508,785010840F-5,5,Allée des Myosotis,78440,Porcheville,OSM,610958.7626923609,6875991.262152278,01010000206A080000F69C7F861DA52241591AC7D0D53A5A41,2020-03-27,4
509,785011110Z-27,27,Cite Tibaldi,78440,Porcheville,CAD,610792.8701110977,6875697.528860566,01010000206A080000A9337FBDD1A32241FDD9D8618C3A5A41,2020-03-27,4
510,784020060N-10,10,Rue de Bellevue,78970,Mézières-sur-Seine,C+O,612092.7715084071,6873812.134365668,01010000206A0800006226038BF9AD224175729908B5385A41,2020-03-27,-1
511,784020620X-97,97,Rue Nationale,78970,Mézières-sur-Seine,OSM,611935.4842789008,6873992.0324199535,01010000206A0800007267F3F7BEAC2241242B1302E2385A41,2020-03-27,-1
512,785510527Y-9005,9005,Rue de Chardonnerets,78100,Saint-Germain-en-Laye,C+O,632556.671092333,6865634.466330548,01010000206A0800000E6A9957D94D2341155CD89DB8305A41,2020-03-27,36
513,785170085R-12,12,Voie Communale des Gardes,78120,Rambouillet,CAD,612942.640270966,6839222.796030338,01010000206A0800009798D1479DB422413B29F2B2ED165A41,2020-03-27,63
514,785170620X-21,21,Rue de Penthièvre,78120,Rambouillet,OSM,613168.6349606025,6839116.124939558,01010000206A0800005C8E194561B622417D02FF07D3165A41,2020-03-27,63
515,78464B015B-16,16,L'Etang Guillemet,78125,Orcemont,CAD,612065.0698317235,6834779.4531205455,01010000206A080000D1FBC023C2AD224151EDFFDC96125A41,2020-03-27,64
516,78464B015B-5001,5001,L'Etang Guillemet,78125,Orcemont,CAD,612065.0698317235,6834779.4531205455,01010000206A080000D1FBC023C2AD224151EDFFDC96125A41,2020-03-27,64
517,78464B008U-5001,5001,Les Champs Roux,78125,Orcemont,CAD,611780.4407150778,6834744.17848878,01010000206A0800001C68A5E188AB2241345C6C0B8E125A41,2020-03-27,64
518,782970123N-1,1,Place Martin Luther King,78280,Guyancourt,CAD,630150.9983005594,6853899.825436649,01010000206A0800003C4021FF0D3B23413DF4D3F442255A41,2020-03-27,46
519,782970143K-6,6,Boulevard Paul Cézanne,78280,Guyancourt,C+O,630423.1026280507,6853917.3494268395,01010000206A080000F3A98B342E3D234164025D5647255A41,2020-03-27,46
520,782970046E-5,5,Rue des Droits de l'Homme,78280,Guyancourt,C+O,630238.6277211034,6854043.325485239,01010000206A08000014A96441BD3B23410AC0D4D466255A41,2020-03-27,46
521,782171130F-34,34,Rue Saint-Martin,78680,Épône,OSM,613449.5257777033,6873215.558336342,01010000206A08000031BC320D93B822415AC8BBE31F385A41,2020-03-27,65
522,782170650J-9,9,Chemin de la Glisière,78680,Épône,C+O,613430.1611214768,6873086.502566789,01010000206A080000A3837E526CB82241E50D2AA0FF375A41,2020-03-27,65
523,783210479W-501,501,Rue du Moulin,78760,Jouars-Pontchartrain,OSM,618557.8614575492,6852915.2076378,01010000206A080000C1F610B97BE022410EF049CD4C245A41,2020-03-27,66
524,783210185B-141,141,Rue de la Chicaudière,78760,Jouars-Pontchartrain,C+O,618644.3667985019,6852867.62480485,01010000206A0800006403CDBB28E122417BCDFCE740245A41,2020-03-27,66
525,783210479W-261,261,Rue du Moulin,78760,Jouars-Pontchartrain,C+O,618544.7542161845,6853159.581657606,01010000206A080000AD9F288261E02241D3E039E589245A41,2020-03-27,66
526,781650370F-109Q,109QUATER,Rue Henri Prou,78340,Les Clayes-sous-Bois,OSM,625037.8562269916,6858411.924818536,01010000206A0800005E6263B61B132341163A30FBAA295A41,2020-03-27,67
527,781650366B-13,13,Allee du Ham de la Prairie,78340,Les Clayes-sous-Bois,CAD,625027.3373962928,6858319.653005982,01010000206A080000F734BFAC061323419AD9CAE993295A41,2020-03-27,67
528,781650300E-1,1,Avenue des Fauvettes,78340,Les Clayes-sous-Bois,OSM,625335.9560103051,6858239.052830731,01010000206A080000C62E7AE96F152341259461C37F295A41,2020-03-27,67
529,785511590D-38,38,Rue de la République,78100,Saint-Germain-en-Laye,OSM,633264.0407643298,6866987.210170946,01010000206A080000EF0FDF1460532341D77073CD0A325A41,2020-03-27,32
530,782081935V-22,22,Place de Molay,78990,Élancourt,OSM,624592.313701044,6852571.11763418,01010000206A080000596C9DA0A00F2341835187C7F6235A41,2020-03-27,8
531,786210130M-20,20,Rue Charles Guilbert,78190,Trappes,OSM,625014.3765554185,6852560.199898054,01010000206A0800002FDFCBC0EC1223413521CB0CF4235A41,2020-03-27,8
532,786210400F-17,17,Rue Mansart,78190,Trappes,OSM,624982.4935089727,6852669.583750384,01010000206A0800004435ADFCAC122341922A5C650F245A41,2020-03-27,8
533,781260035L-2,2,Allée d'Artois,78170,La Celle-Saint-Cloud,OSM,637691.2974513858,6861441.41826491,01010000206A0800004C8C4B98F67523412FDAC45AA02C5A41,2020-03-27,-1
534,786830085U-47B,47BIS,Rue Charles de Gaulle,78640,Villiers-Saint-Frédéric,C+O,617903.9829353341,6858110.234033552,01010000206A080000D44C43F75FDB2241DD67FA8E5F295A41,2020-03-27,68
535,786830169K-4,4,Rue Debussy,78640,Villiers-Saint-Frédéric,OSM,618262.0726207541,6857804.150321554,01010000206A080000288C2E252CDE22414CDE9E0913295A41,2020-03-27,68
536,786830169K-2,2,Rue Debussy,78640,Villiers-Saint-Frédéric,OSM,618288.5554913775,6857802.108995593,01010000206A080000A75D691C61DE2241A7C8F98612295A41,2020-03-27,68
537,780100030K-20,20,Rue de Maule,78580,Les Alluets-le-Roi,OSM,620463.1600083944,6868760.94245118,01010000206A080000CA9EEC515EEF2241C11E513CC6335A41,2020-03-27,69
538,780100067A-11,11,Rue Traversière,78580,Les Alluets-le-Roi,OSM,620302.6862492616,6868493.35184231,01010000206A0800002F105C5F1DEE22419C95845683335A41,2020-03-27,69
539,78263A010H-4,4,Clos des Vieilles Tuileries,78950,Gambais,OSM,602799.41393716,6855251.849504635,01010000206A0800004A92EFD35E652241B0485EF694265A41,2020-03-27,70
540,782630370E-33,33,Route De Perdreauville,78950,Gambais,OSM,602858.9744898428,6855601.033650466,01010000206A0800002A55F0F2D565224149542742EC265A41,2020-03-27,70
541,782630370E-48,48,Route De Perdreauville,78950,Gambais,OSM,602974.8431577637,6855688.947289072,01010000206A080000D95FB2AFBD6622415862A03C02275A41,2020-03-27,70
542,784550047U-11,11,Chemin du Cornouiller,78590,Noisy-le-Roi,C+O,631624.6956084991,6860280.611082077,01010000206A08000015CC26649146234100F81B277E2B5A41,2020-03-27,71
543,785710046N-6,6,Rue des Anciennes Granges,78860,Saint-Nom-la-Bretèche,OSM,628176.7265271413,6861966.113040059,01010000206A0800008F5DFB73A12B23415F0C3C87232D5A41,2020-03-27,11
544,785710070P-1,1,Square des Belles Feuilles,78860,Saint-Nom-la-Bretèche,OSM,628270.6920731103,6862312.681967224,01010000206A0800001E6857625D2C2341DB59A52B7A2D5A41,2020-03-27,11
545,78571B077D-2,2,Les Paulownias,78860,Saint-Nom-la-Bretèche,C+O,628294.3496535755,6862143.137404687,01010000206A0800001FCB05B38C2C2341073DCBC84F2D5A41,2020-03-27,11
546,785710460N-15,15,Rue du Moulin à Vent,78860,Saint-Nom-la-Bretèche,OSM,628022.5887741221,6862311.97823027,01010000206A0800003ECD732D6D2A234122539BFE792D5A41,2020-03-27,11
547,781520145T-4,4,Allée des Lauriers,78450,Chavenay,OSM,626194.3179119037,6862241.014263242,01010000206A0800005B59C5A2241C23415FB0E940682D5A41,2020-03-27,72
548,781520172X-1,1,Rue des Peupliers,78450,Chavenay,OSM,625933.9028790757,6861943.531165536,01010000206A0800008D2A46CE1B1A2341BB9DFEE11D2D5A41,2020-03-27,72
549,786461470K-6,6,Passage Jeanne d'Arc,78000,Versailles,OSM,637151.6187354185,6858423.397928885,01010000206A08000087E3CA3CBF712341B7AA77D9AD295A41,2020-03-27,-1
550,786462060B-31,31,Avenue de Normandie,78000,Versailles,OSM,637260.2425744435,6858290.229188248,01010000206A080000ABB7327C987223412F05AB8E8C295A41,2020-03-27,-1
551,785750389U-35,35,Route de Milon,78470,Saint-Rémy-lès-Chevreuse,OSM,631092.5155510438,6846158.161326349,01010000206A080000714EF60769422341C02B538AB31D5A41,2020-03-27,73
552,781600720H-17,17,Rue Pasteur,78460,Chevreuse,CAD,630985.7884977184,6846266.947778051,01010000206A08000013F9B593934123414565A8BCCE1D5A41,2020-03-27,73
553,780100025E-21,21,Grande Rue,78580,Les Alluets-le-Roi,C+O,620767.7848546158,6868824.491243396,01010000206A080000D676D891BFF122412488701FD6335A41,2020-03-27,69
554,780100020Z-2B,2B,Rue d'Enfer,78580,Les Alluets-le-Roi,C+O,620963.3829609456,6868660.782660494,01010000206A080000027513C446F322410A1C1732AD335A41,2020-03-27,69
555,782200367N-33,33,Rue Maurice Ravel,78690,Les Essarts-le-Roi,OSM,617882.99397019,6846802.31908202,01010000206A08000026A9E9FC35DB2241FED66B94541E5A41,2020-03-27,74
556,782200317J-13,13,Rue Georges Bizet,78690,Les Essarts-le-Roi,OSM,618006.3276933914,6846871.184043342,01010000206A0800009E6DC7A72CDC2241BA5DC7CB651E5A41,2020-03-27,74
557,783110071W-96,96,Place André Malraux,78800,Houilles,OSM,640282.6684681787,6869136.0091909375,01010000206A0800000C764156358A23419695960024345A41,2020-03-28,6
558,781240350M-91,91,Rue des Fermettes,78420,Carrières-sur-Seine,OSM,640440.975497366,6868936.873660053,01010000206A080000096474F3718B2341DB0BEA37F2335A41,2020-03-28,6
559,783111070G-66,66,Avenue Jean-Jacques Rousseau,78800,Houilles,OSM,640126.4795329401,6868950.906232627,01010000206A0800006E5785F5FC88234122B7FFB9F5335A41,2020-03-28,6
560,784180360V-64,64,Boulevard Léon Blum,78360,Montesson,C+O,637486.5988072093,6870546.63908583,01010000206A080000C9DB96325D74234141C8E6A884355A41,2020-03-28,5
561,784180020A-48,48,Avenue Alfred de Musset,78360,Montesson,OSM,637294.1458724706,6870373.901225548,01010000206A080000E5CBAF4ADC722341ECADAD7959355A41,2020-03-28,5
562,784180200W-295,295,Avenue Gabriel Péri,78360,Montesson,OSM,637483.6308361138,6870509.304892188,01010000206A0800007CF3FC4257742341865A83537B355A41,2020-03-28,5
563,780730025F-1,1,Avenue Ambroise Paré,78390,Bois-d'Arcy,C+O,627945.7894002189,6855970.92948118,01010000206A080000F7432C94D3292341A29E7CBB48275A41,2020-03-28,53
564,780730284M-14,14,Rue Jacques Cartier,78390,Bois-d'Arcy,OSM,627802.2313427151,6856175.984913027,01010000206A080000678D7276B4282341A6D008FF7B275A41,2020-03-28,53
565,780730529D-2,2,Allée de Provence,78390,Bois-d'Arcy,C+O,627745.3909260121,6856289.225422893,01010000206A0800004A7427C84228234124546D4E98275A41,2020-03-28,53
566,785220019X-38,38,Rue des Anciens Béliers,78730,Rochefort-en-Yvelines,OSM,625171.8901591983,6832224.19708079,01010000206A0800004AF2C2C727142341BFF89C0C18105A41,2020-03-28,75
567,785220035P-1B,1BIS,Rue de la Butte du Moulin à Vent,78730,Rochefort-en-Yvelines,OSM,625170.099328498,6831820.754358393,01010000206A080000552FDB32241423416D684730B30F5A41,2020-03-28,75
568,785220289R-12,12,Rue Raymond Loewy,78730,Rochefort-en-Yvelines,OSM,625301.2475996809,6831728.127124547,01010000206A080000A862C57E2A152341FFCE22089C0F5A41,2020-03-28,75
569,785220289R-3,3,Rue Raymond Loewy,78730,Rochefort-en-Yvelines,OSM,625223.1036699495,6831812.402262607,01010000206A080000453A14358E142341A9ABBE19B10F5A41,2020-03-28,75
570,785610035V-16B,16BIS,Rue de la Ferme,78470,Saint-Lambert,C+O,626461.5098965637,6848119.632286034,01010000206A080000932911053B1E2341D75F77E89D1F5A41,2020-03-28,76
571,785610010T-6,6,Rue des Champs,78470,Saint-Lambert,OSM,626351.2159254332,6848181.184548763,01010000206A08000044C78D6E5E1D23419DA5CF4BAD1F5A41,2020-03-28,76
572,785610060X-2,2,Rue des Jardins,78470,Saint-Lambert,OSM,626535.8990091537,6847981.703039247,01010000206A08000084ED4ACCCF1E23415398FE6C7B1F5A41,2020-03-28,76
573,785610060X-13,13,Rue des Jardins,78470,Saint-Lambert,OSM,626424.855760852,6847920.508048811,01010000206A080000514926B6F11D234129DF83206C1F5A41,2020-03-28,76
574,784550194D-2,2,Chemin du Stade,78590,Noisy-le-Roi,CAD,631344.4649953089,6860307.498740562,01010000206A08000079DD13EE60442341895DEBDF842B5A41,2020-03-28,71
575,784550280X-7,7,Rue Victor Hugo,78590,Noisy-le-Roi,OSM,631250.025522862,6860607.082413266,01010000206A0800002355110DA44323414B4246C5CF2B5A41,2020-03-28,71
576,784550090R-1,1,Rue de la Fosse Verte,78590,Noisy-le-Roi,OSM,631304.6572251256,6860565.623649398,01010000206A080000C9CF7F50114423412ADFE967C52B5A41,2020-03-28,71
577,782970016X-25,25,Rue Benoît Frachon,78280,Guyancourt,C+O,631179.3932632662,6852633.702170569,01010000206A08000086CD59C916432341D45CF06C06245A41,2020-03-28,77
578,782970362Y-13,13,Rue Michel Ange,78280,Guyancourt,OSM,631100.7176297314,6852420.698062045,01010000206A080000062A6D6F794223416D0CAD2CD1235A41,2020-03-28,77
579,784840038H-7,7,Rue du Petit Clos,78200,Perdreauville,OSM,598655.1860195149,6876585.978299221,01010000206A0800002AF33D5FFE44224156749C7E6A3B5A41,2020-03-28,40
580,784840030Z-3,3,Rue du Manoir,78200,Perdreauville,C+O,598637.4362915237,6876542.355781119,01010000206A080000449A61DFDA4422412C1EC5965F3B5A41,2020-03-28,40
581,784840003V-12,12,Rue de Beauvoyer,78200,Perdreauville,OSM,598783.6030333578,6876657.46980168,01010000206A080000CCC9C034FF452241113B115E7C3B5A41,2020-03-28,40
582,784840030Z-2,2,Rue du Manoir,78200,Perdreauville,OSM,598620.4807139975,6876589.923764983,01010000206A080000242520F6B84422412AF71E7B6B3B5A41,2020-03-28,40
583,785862240H-4,4,Rue Mistral,78500,Sartrouville,OSM,638759.2402095873,6870247.33164976,01010000206A08000043C0FC7A4E7E2341EABF39D539355A41,2020-03-28,24
584,785861110E-89,89,Rue Faidherbe,78500,Sartrouville,OSM,638721.489443814,6870564.231543133,01010000206A0800002D6198FA027E23414A9AD10E89355A41,2020-03-28,24
585,784230905R-1,1,Boulevard Descartes,78180,Montigny-le-Bretonneux,C+O,629097.7113840604,6852105.348131334,01010000206A08000015883A6CD3322341A6C8475682235A41,2020-03-28,78
586,784231490B-10,10,Square Pascal,78180,Montigny-le-Bretonneux,CAD,629097.7113840604,6852105.348131334,01010000206A08000015883A6CD3322341A6C8475682235A41,2020-03-28,78
587,784231850T-5,5,Rue Paul Valéry,78180,Montigny-le-Bretonneux,C+O,629014.696509161,6852373.785552968,01010000206A08000048D99C642D322341F57F4672C5235A41,2020-03-28,78
588,784231430L-23,23,Rue Marie Noël,78180,Montigny-le-Bretonneux,OSM,629043.8435545678,6852190.625393649,01010000206A0800006262E6AF67322341157306A897235A41,2020-03-28,78
589,784980740K-17,17,Boulevard Gambetta,78300,Poissy,OSM,629959.6336632534,6870753.647761425,01010000206A0800008C826F448F39234156EC7469B8355A41,2020-03-28,79
590,784981640N-29,29,Boulevard Robespierre,78300,Poissy,OSM,630204.4897313251,6870776.489262414,01010000206A0800007210BEFA783B23414D13501FBE355A41,2020-03-28,79
591,784980500Z-29,29,Boulevard Devaux,78300,Poissy,OSM,630197.8368331091,6870613.756916047,01010000206A080000A86375AC6B3B23410150717095355A41,2020-03-28,79
592,784981380F-36,36,Boulevard de la Paix,78300,Poissy,OSM,630117.8114207701,6870813.011989905,01010000206A0800000E8B729FCB3A23414E71C440C7355A41,2020-03-28,79
593,781230360C-389,389,Rue Saint-Louis,78955,Carrières-sous-Poissy,OSM,628247.1606527674,6871607.16589626,01010000206A0800005C1441522E2C2341590B9ECA8D365A41,2020-03-28,-1
